created_at,favorite_count,hashtags,retweet_count,text
Tue Jul 24 18:49:50 +0000 2018,0,['CarrFire'],0,"RT @CAL_FIRE: #CarrFire [update] off Hwy 299 and Carr Powerhouse Rd, Whiskeytown (Shasta County) is now 3,126 acres and 15% contained. Unif…"
Tue Jul 24 18:49:29 +0000 2018,0,['CarrFire'],0,"RT @FireAviationNPS: The #CarrFire has evacuations &amp; closures in place that are impacting access to Whiskeytown NRA. 

For more information…"
Tue Jul 24 18:49:14 +0000 2018,0,['CarrFire'],0,"RT @CAL_FIRE: #CarrFire [update] off Hwy 299 and Carr Powerhouse Rd, Whiskeytown (Shasta County) is now 3,126 acres and 15% contained. Unif…"
Tue Jul 24 18:49:02 +0000 2018,0,['CarrFire'],0,"RT @CAL_FIRE: #CarrFire [update] off Hwy 299 and Carr Powerhouse Rd, Whiskeytown (Shasta County) is now 3,126 acres and 15% contained. Unif…"
Tue Jul 24 18:47:32 +0000 2018,31,['CarrFire'],25,"#CarrFire [update] off Hwy 299 and Carr Powerhouse Rd, Whiskeytown (Shasta County) is now 3,126 acres and 15% conta… https://t.co/GJHG13LxoR"
Tue Jul 24 18:45:47 +0000 2018,5,['CarrFire'],1,#CarrFire [UPDATE] See attached press release provided by CAL FIRE Shasta Trinity Unit  Shasta High School evacuati… https://t.co/dlYD1khGld
Tue Jul 24 18:43:03 +0000 2018,1,['CarrFire'],0,What it looks like driving up Trinity Mountain Road after the #CarrFire Also just passed some power cables hanging… https://t.co/urrHcS6LYw
Tue Jul 24 18:40:00 +0000 2018,1,['CarrFire'],1,More on the #CarrFire https://t.co/wRu0Ea9Fvi
Tue Jul 24 18:35:22 +0000 2018,0,['CarrFire'],0,RT @KymKemp: #CarrFire closes Hwy 299. Forces evacuations. https://t.co/OzzNUswLeO https://t.co/FHK0RQrvtf
Tue Jul 24 18:33:12 +0000 2018,0,['CarrFire'],0,RT @engineco16: #CarrFire [update] at HWY 299 at Carr Powerhouse Rd in French Gulch (Shasta County) is now 2500 acres and 5% contained. htt…
Tue Jul 24 18:33:02 +0000 2018,0,"['carrfire', 'update']",0,#carrfire #update cal fire has determined mechanics failure of a vehicle is the cause of the fire. That fire is now… https://t.co/YGL3hfkCSU
Tue Jul 24 18:32:56 +0000 2018,0,[],0,RT @WashoeCountyAQ: Smoke from wildfires in CA and OR will continue to affect Northern Nevada with Moderate to Unhealthy for Sensitive Grou…
Tue Jul 24 18:32:38 +0000 2018,0,['MutualAid'],0,RT @Cal_OES: #MutualAid resources are responding to a number of wildfires. Rising temperatures are going to make efforts more difficult to…
Tue Jul 24 18:32:07 +0000 2018,0,['CarrFire'],0,"RT @emmaruthoneill: Fire update: #CarrFire near Redding has grown to 2,500 acres and is 5% contained. Hwy 299 is still closed in both direc…"
Tue Jul 24 18:31:25 +0000 2018,0,['CarrFire'],0,RT @SierraaaFlores: #CarrFire on babes snap 😬🔥 https://t.co/sB0ad6xzCh
Tue Jul 24 18:30:38 +0000 2018,0,['CarrFire'],0,RT @AmberSandhu_RS: I’m at Trinity Mountain Rd exploring the damage from the #CarrFire Here’s a glimpse https://t.co/48U6m1CLh6
Tue Jul 24 18:30:17 +0000 2018,0,['CarrFire'],0,RT @AmberSandhu_RS: Here’s another shot of the damage cause by the #CarrFire https://t.co/HbzMc46zp7
Tue Jul 24 18:30:16 +0000 2018,0,['CarrFire'],0,RT @AmberSandhu_RS: Here’s another shot of the damage cause by the #CarrFire https://t.co/HbzMc46zp7
Tue Jul 24 18:29:53 +0000 2018,0,['CarrFire'],0,"RT @engineco16: #CarrFire:  3,126 acres with 15% containment.  SR 299W is anticipated to remain closed through today, July 24th."
Tue Jul 24 18:29:16 +0000 2018,0,['CarrFire'],0,"RT @engineco16: #CarrFire:  3,126 acres with 15% containment.  SR 299W is anticipated to remain closed through today, July 24th."
Tue Jul 24 18:28:49 +0000 2018,1,['CarrFire'],3,"With the #CarrFire burning nearby, smoke is a looming threat, especially for children, pregnant women and the elder… https://t.co/BRa29lNWrM"
Tue Jul 24 18:28:05 +0000 2018,1,['CarrFire'],2,"#CarrFire:  3,126 acres with 15% containment.  SR 299W is anticipated to remain closed through today, July 24th."
Tue Jul 24 18:25:40 +0000 2018,0,['CarrFire'],0,"RT @CaltransD2: Latest update from @CALFIRESHU on #CarrFire:  3,126 acres with 15% containment.  SR 299W is anticipated to remain closed th…"
Tue Jul 24 18:25:11 +0000 2018,2,['CarrFire'],3,"Latest update from @CALFIRESHU on #CarrFire:  3,126 acres with 15% containment.  SR 299W is anticipated to remain c… https://t.co/Hdu8ZiFCYN"
Tue Jul 24 18:24:31 +0000 2018,0,['CarrFire'],3,Here’s another shot of the damage cause by the #CarrFire https://t.co/HbzMc46zp7
Tue Jul 24 18:20:12 +0000 2018,0,[],0,RT @NuriddinARC: The shelter at Shasta High School is put on standby. We still have a shelter open at Weaverville Elementary School for all…
Tue Jul 24 18:20:11 +0000 2018,0,['CarrFire'],3,I’m at Trinity Mountain Rd exploring the damage from the #CarrFire Here’s a glimpse https://t.co/48U6m1CLh6
Tue Jul 24 18:14:42 +0000 2018,0,['CarrFire'],0,RT @CaltransD2: Update from @CALFIRESHU on #CarrFire: https://t.co/YitQrnFawE
Tue Jul 24 18:14:19 +0000 2018,0,[],0,RT @ShastaTrinityNF: Did you know it is illegal to fly a drone near a wildfire? For more information check out this website that talks abou…
Tue Jul 24 18:11:58 +0000 2018,0,[],0,RT @ShastaTrinityNF: Did you know it is illegal to fly a drone near a wildfire? For more information check out this website that talks abou…
Tue Jul 24 18:11:43 +0000 2018,0,['CarrFire'],0,"RT @CAL_FIRE: #CarrFire [update] at Hwy 299 and Carr Powerhouse Rd, Whiskeytown (Shasta County) is now 2,500 acres and 5% contained. Evacua…"
Tue Jul 24 18:05:19 +0000 2018,0,['CarrFire'],0,"RT @CHPRedding: 🔥🔥CARR FIRE UPDATE🔥🔥

⚠️⚠️SR-299 IS STILL CLOSED⚠️⚠️

#CarrFire"
Tue Jul 24 18:05:19 +0000 2018,0,[],0,RT @WashoeCountyAQ: Smoke from wildfires in CA and OR will continue to affect Northern Nevada with Moderate to Unhealthy for Sensitive Grou…
Tue Jul 24 18:05:14 +0000 2018,7,[],0,"Thanks for this summary, @ParksTraveler! And thanks to all our @NatlParkService first responders and their agency p… https://t.co/quDnXJouUx"
Tue Jul 24 18:04:36 +0000 2018,0,"['Whiskeytown', 'CarrFire']",0,"RT @publiclandlvr: #Whiskeytown NRA and HWY 299 closures remain in effect today due to ongoing efforts to contain the #CarrFire. 

#ParkCha…"
Tue Jul 24 18:04:16 +0000 2018,0,[],0,RT @WashoeCountyAQ: Smoke from wildfires in CA and OR will continue to affect Northern Nevada with Moderate to Unhealthy for Sensitive Grou…
Tue Jul 24 18:03:38 +0000 2018,7,[],5,Did you know it is illegal to fly a drone near a wildfire? For more information check out this website that talks a… https://t.co/WQBzZ2kv46
Tue Jul 24 18:01:45 +0000 2018,0,['CarrFire'],0,"RT @CHPRedding: 🔥🔥CARR FIRE UPDATE🔥🔥

⚠️⚠️SR-299 IS STILL CLOSED⚠️⚠️

#CarrFire"
Tue Jul 24 18:01:29 +0000 2018,3,['CarrFire'],3,"🔥🔥CARR FIRE UPDATE🔥🔥

⚠️⚠️SR-299 IS STILL CLOSED⚠️⚠️

#CarrFire"
Tue Jul 24 18:00:55 +0000 2018,0,[],0,RT @WashoeCountyAQ: Smoke from wildfires in CA and OR will continue to affect Northern Nevada with Moderate to Unhealthy for Sensitive Grou…
Tue Jul 24 17:57:49 +0000 2018,0,[],0,RT @WashoeCountyAQ: Smoke from wildfires in CA and OR will continue to affect Northern Nevada with Moderate to Unhealthy for Sensitive Grou…
Tue Jul 24 17:56:50 +0000 2018,0,[],0,RT @WashoeCountyAQ: Smoke from wildfires in CA and OR will continue to affect Northern Nevada with Moderate to Unhealthy for Sensitive Grou…
Tue Jul 24 17:55:21 +0000 2018,3,[],14,Smoke from wildfires in CA and OR will continue to affect Northern Nevada with Moderate to Unhealthy for Sensitive… https://t.co/2MpjGvFpZW
Tue Jul 24 17:53:31 +0000 2018,0,['CarrFire'],0,RT @resistthis2017: @RepLaMalfa #CarrFire at HWY 299 &amp; Carr Powerhouse Rd in French Gulch (Shasta County) is now 1000 acres and 0% containe…
Tue Jul 24 17:52:39 +0000 2018,1,[],0,"@SierraaaFlores Oh, thank him for all of us for all his efforts! The inter-agency collaboration happening relating… https://t.co/o0lTrfIVOB"
Tue Jul 24 17:46:00 +0000 2018,0,['CarrFire'],0,"RT @emmaruthoneill: Fire update: #CarrFire near Redding has grown to 2,500 acres and is 5% contained. Hwy 299 is still closed in both direc…"
Tue Jul 24 17:39:06 +0000 2018,0,['carrfire'],0,Still lots of smoke in whiskeytown due to the #carrfire @ActionNewsNow https://t.co/UGsvADJA0e
Tue Jul 24 17:37:27 +0000 2018,1,['CarrFire'],0,Lots of smoke from #CarrFire at Whiskeytown Lake. All park activities cancelled for the day. HWY299 WB blocked just… https://t.co/l7SvzbUwCB
Tue Jul 24 17:36:14 +0000 2018,0,['CarrFire'],0,RT @CALFIRESHU: #CarrFire [update] at HWY 299 at Carr Powerhouse Rd in French Gulch (Shasta County) is now 2500 acres and 5% contained.
Tue Jul 24 17:34:33 +0000 2018,0,['CarrFire'],0,RT @krcrphoto: Lucky to have some of the best pilots fly over our fires. This is @CALFIRESHU copter #901 working the #CarrFire in French Gu…
Tue Jul 24 17:30:33 +0000 2018,0,['CarrFire'],0,RT @MappingSupport: 7/23 Monday #CarrFire NW of Redding CA. Satellite hotspots.  For legend click “Map Tips” upper left corner.  Open onlin…
Tue Jul 24 17:28:30 +0000 2018,6,['CarrFire'],2,#CarrFire on babes snap 😬🔥 https://t.co/sB0ad6xzCh
Tue Jul 24 17:27:21 +0000 2018,4,['CarrFire'],0,I’m so emotional about the #CarrFire That’s our backyard guys 😭
Tue Jul 24 17:27:01 +0000 2018,0,['CarrFire'],0,"RT @CAL_FIRE: #CarrFire [update] at Hwy 299 and Carr Powerhouse Rd, Whiskeytown (Shasta County) is now 2,500 acres and 5% contained. Evacua…"
Tue Jul 24 17:25:41 +0000 2018,0,['CarrFire'],0,"RT @CaltransD2: SR 299W remains CLOSED around the #CarrFire near Whiskeytown Lake in Shasta County.  Closure is expected through the day, a…"
Tue Jul 24 17:25:08 +0000 2018,1,['CarrFire'],1,"The #CarrFire has evacuations &amp; closures in place that are impacting access to Whiskeytown NRA. 

For more informat… https://t.co/C1278ql7gM"
Tue Jul 24 17:22:28 +0000 2018,0,['CarrFire'],0,RT @engineco16: #CarrFire [update] at HWY 299 at Carr Powerhouse Rd in French Gulch (Shasta County) is now 2500 acres and 5% contained. htt…
Tue Jul 24 17:21:13 +0000 2018,0,['MutualAid'],0,RT @Cal_OES: #MutualAid resources are responding to a number of wildfires. Rising temperatures are going to make efforts more difficult to…
Tue Jul 24 17:20:00 +0000 2018,3,['CarrFire'],1,Update from @CALFIRESHU on #CarrFire: https://t.co/YitQrnFawE
Tue Jul 24 17:19:59 +0000 2018,0,['CarrFire'],0,"#CarrFire [update] at Hwy 299 and Carr Powerhouse Rd, Whiskeytown (Shasta County) is now 2,500 acres and 5% contain… https://t.co/Muwma1Dhmp"
Tue Jul 24 17:17:19 +0000 2018,0,['CarrFire'],0,"RT @CAL_FIRE: #CarrFire [update] at Hwy 299 and Carr Powerhouse Rd, Whiskeytown (Shasta County) is now 2,500 acres and 5% contained. Evacua…"
Tue Jul 24 17:15:07 +0000 2018,0,['CarrFire'],0,"Retweeted Caltrans District 2 (@CaltransD2):

SR 299W remains CLOSED around the #CarrFire near Whiskeytown Lake in… https://t.co/xYBcf3PHtO"
Tue Jul 24 17:15:04 +0000 2018,0,['CarrFire'],0,"RT @CaltransD2: SR 299W remains CLOSED around the #CarrFire near Whiskeytown Lake in Shasta County.  Closure is expected through the day, a…"
Tue Jul 24 17:04:46 +0000 2018,0,['CarrFire'],0,"RT @CAL_FIRE: #CarrFire [update] at Hwy 299 and Carr Powerhouse Rd, Whiskeytown (Shasta County) is now 2,500 acres and 5% contained. Evacua…"
Tue Jul 24 17:03:37 +0000 2018,0,['CarrFire'],0,"RT @resistthis2017: Hey @RepLaMalfa, #CarrFire at HWY 299 &amp; Carr Powerhouse Rd in French Gulch (Shasta County) is now 1000 acres and 0% con…"
Tue Jul 24 17:01:11 +0000 2018,3,"['Whiskeytown', 'CarrFire']",4,#Whiskeytown NRA and HWY 299 closures remain in effect today due to ongoing efforts to contain the #CarrFire.… https://t.co/KAytYiMRv8
Tue Jul 24 16:59:19 +0000 2018,0,['CarrFire'],0,"RT @resistthis2017: Hey @RepLaMalfa, #CarrFire at HWY 299 &amp; Carr Powerhouse Rd in French Gulch (Shasta County) is now 1000 acres and 0% con…"
Tue Jul 24 16:58:34 +0000 2018,4,['CarrFire'],0,Motorists using SR 36W &amp; 3 as alternate route due to SR299W closure from #CarrFire:  County roads as alternate rout… https://t.co/gTbWH4VYjH
Tue Jul 24 16:56:53 +0000 2018,0,['CarrFire'],0,#CarrFire [update] at HWY 299 at Carr Powerhouse Rd in French Gulch (Shasta County) is now 2500 acres and 5% contai… https://t.co/28IqG8bBiL
Tue Jul 24 16:50:35 +0000 2018,0,['CarrFire'],0,"RT @CaltransD2: SR 299W remains CLOSED around the #CarrFire near Whiskeytown Lake in Shasta County.  Closure is expected through the day, a…"
Tue Jul 24 16:50:32 +0000 2018,0,['MutualAid'],0,RT @Cal_OES: #MutualAid resources are responding to a number of wildfires. Rising temperatures are going to make efforts more difficult to…
Tue Jul 24 16:46:10 +0000 2018,0,['MutualAid'],0,RT @Cal_OES: #MutualAid resources are responding to a number of wildfires. Rising temperatures are going to make efforts more difficult to…
Tue Jul 24 16:42:28 +0000 2018,0,['MutualAid'],0,RT @Cal_OES: #MutualAid resources are responding to a number of wildfires. Rising temperatures are going to make efforts more difficult to…
Tue Jul 24 16:40:14 +0000 2018,0,"['CAfire', 'FergusonFire', 'CarrFire', 'PicoFire', 'MartinezFire']",0,"RT @earthcause: #CAfire update
#FergusonFire 36,102 acres, 16% contained
#CarrFire 1,500 acres
#PicoFire 120 acres, 40% 
#MartinezFire 40 a…"
Tue Jul 24 16:39:16 +0000 2018,0,['CarrFire'],0,"RT @resistthis2017: Hey @RepLaMalfa, #CarrFire at HWY 299 &amp; Carr Powerhouse Rd in French Gulch (Shasta County) is now 1000 acres and 0% con…"
Tue Jul 24 16:38:57 +0000 2018,0,['MutualAid'],0,RT @Cal_OES: #MutualAid resources are responding to a number of wildfires. Rising temperatures are going to make efforts more difficult to…
Tue Jul 24 16:38:51 +0000 2018,0,['CarrFire'],0,RT @krcrphoto: #CarrFire off 299. Crews are making sure it does not jump over 299W. https://t.co/B3pHUvfyNe
Tue Jul 24 16:38:39 +0000 2018,0,[],0,RT @wildfireviewer: Breakouts now and previously burned areas in the same view. Not a posted screenshot from a static desktop map. WV is a…
Tue Jul 24 16:38:22 +0000 2018,0,['CarrFire'],0,RT @CALFIRESHU: #CarrFire [update] at HWY 299 at Carr Powerhouse Rd in French Gulch (Shasta County) is now 2500 acres and 5% contained.
Tue Jul 24 16:37:42 +0000 2018,0,['MutualAid'],0,RT @Cal_OES: #MutualAid resources are responding to a number of wildfires. Rising temperatures are going to make efforts more difficult to…
Tue Jul 24 16:37:33 +0000 2018,0,['CarrFire'],0,"RT @kellisaam: #CarrFire latest: 2,500 acres, 5% contained west of Redding near Whiskeytown Lake/French Gulch. Reporter Julia Avery is live…"
Tue Jul 24 16:34:33 +0000 2018,0,"['wildfires', 'norcal']",0,RT @natedoge4412: Fire updates for KHSU regions in Northern California and Southern Oregon. https://t.co/w5xv9z2ZyG #wildfires #norcal #sou…
Tue Jul 24 16:29:22 +0000 2018,0,['MutualAid'],0,RT @Cal_OES: #MutualAid resources are responding to a number of wildfires. Rising temperatures are going to make efforts more difficult to…
Tue Jul 24 16:26:55 +0000 2018,10,['MutualAid'],13,#MutualAid resources are responding to a number of wildfires. Rising temperatures are going to make efforts more di… https://t.co/ofHk34NSNp
Tue Jul 24 16:24:58 +0000 2018,0,['CarrFire'],0,"RT @resistthis2017: Hey @RepLaMalfa, #CarrFire at HWY 299 &amp; Carr Powerhouse Rd in French Gulch (Shasta County) is now 1000 acres and 0% con…"
Tue Jul 24 16:21:44 +0000 2018,0,[],0,"RT @femaregion9: Last night, @BobatFEMA signed a Fire Management Assistance Declaration to assist @Cal_OES and @CAL_FIRE in their efforts t…"
Tue Jul 24 16:19:14 +0000 2018,0,[],0,"RT @femaregion9: Last night, @BobatFEMA signed a Fire Management Assistance Declaration to assist @Cal_OES and @CAL_FIRE in their efforts t…"
Tue Jul 24 16:17:36 +0000 2018,0,['CarrFire'],0,"RT @Ginger_Zee: 2,500 acres burning in the #CarrFire in Northern California (Shasta County), 5% contained, and even hotter temps building a…"
Tue Jul 24 16:16:54 +0000 2018,0,[],0,"RT @femaregion9: Last night, @BobatFEMA signed a Fire Management Assistance Declaration to assist @Cal_OES and @CAL_FIRE in their efforts t…"
Tue Jul 24 16:13:30 +0000 2018,0,['CarrFire'],0,"RT @CaltransD2: SR 299W remains CLOSED around the #CarrFire near Whiskeytown Lake in Shasta County.  Closure is expected through the day, a…"
Tue Jul 24 16:12:09 +0000 2018,0,['CarrFire'],0,"RT @emmaruthoneill: Fire update: #CarrFire near Redding has grown to 2,500 acres and is 5% contained. Hwy 299 is still closed in both direc…"
Tue Jul 24 16:11:07 +0000 2018,0,['CarrFire'],0,RT @CALFIRESHU: #CarrFire [update] at HWY 299 at Carr Powerhouse Rd in French Gulch (Shasta County) is now 2500 acres and 5% contained.
Tue Jul 24 16:08:09 +0000 2018,1,['CarrFire'],0,"#CarrFire update at Board of Supervisors, 299W and Trinity Mtn Rd remain closed, French Gulch evacuated, fire at 25… https://t.co/2hjqFVtEYJ"
Tue Jul 24 16:07:03 +0000 2018,0,['CarrFire'],0,"RT @resistthis2017: Hey @RepLaMalfa, #CarrFire at HWY 299 &amp; Carr Powerhouse Rd in French Gulch (Shasta County) is now 1000 acres and 0% con…"
Tue Jul 24 16:06:30 +0000 2018,2,[],0,"There is a huge wildfire near my town. It’s on both sides of a major highway, and threatening a tiny town called Fr… https://t.co/V6Xzh17lB3"
Tue Jul 24 16:05:52 +0000 2018,0,['CarrFire'],0,"RT @CAL_FIRE: #CarrFire [update] at Hwy 299 and Carr Powerhouse Rd, Whiskeytown (Shasta County) is now 2,500 acres and 5% contained. Evacua…"
Tue Jul 24 16:04:04 +0000 2018,0,[],0,RT @NuriddinARC: The shelter at Shasta High School is put on standby. We still have a shelter open at Weaverville Elementary School for all…
Tue Jul 24 16:00:00 +0000 2018,0,['CarrFire'],0,"RT @resistthis2017: Hey @RepLaMalfa, #CarrFire at HWY 299 &amp; Carr Powerhouse Rd in French Gulch (Shasta County) is now 1000 acres and 0% con…"
Tue Jul 24 15:57:58 +0000 2018,0,['CarrFire'],0,RT @engineco16: #CarrFire [update] at HWY 299 at Carr Powerhouse Rd in French Gulch (Shasta County) is now 2500 acres and 5% contained. htt…
Tue Jul 24 15:57:58 +0000 2018,0,['CarrFire'],0,RT @engineco16: #CarrFire [update] at HWY 299 at Carr Powerhouse Rd in French Gulch (Shasta County) is now 2500 acres and 5% contained. htt…
Tue Jul 24 15:57:58 +0000 2018,0,['CarrFire'],0,RT @engineco16: #CarrFire [update] at HWY 299 at Carr Powerhouse Rd in French Gulch (Shasta County) is now 2500 acres and 5% contained. htt…
Tue Jul 24 15:57:24 +0000 2018,0,['CarrFire'],0,"RT @CaltransD2: SR 299W remains CLOSED around the #CarrFire near Whiskeytown Lake in Shasta County.  Closure is expected through the day, a…"
Tue Jul 24 15:52:46 +0000 2018,1,['CarrFire'],5,#CarrFire [update] at HWY 299 at Carr Powerhouse Rd in French Gulch (Shasta County) is now 2500 acres and 5% contai… https://t.co/GTrHOUWVvy
Tue Jul 24 15:52:14 +0000 2018,0,['CarrFire'],0,"RT @emmaruthoneill: Fire update: #CarrFire near Redding has grown to 2,500 acres and is 5% contained. Hwy 299 is still closed in both direc…"
Tue Jul 24 15:51:57 +0000 2018,0,['CarrFire'],0,"RT @CaltransD2: SR 299W remains CLOSED around the #CarrFire near Whiskeytown Lake in Shasta County.  Closure is expected through the day, a…"
Tue Jul 24 15:51:17 +0000 2018,0,['CarrFire'],0,RT @CaltransD2: SR 299W remains closed due to #CarrFire near Whiskeytown Lake.  Eastbound closure now at Buckhorn Summit &amp; westbound closur…
Tue Jul 24 15:51:05 +0000 2018,0,['CarrFire'],0,"RT @CaltransD2: SR 299W remains CLOSED around the #CarrFire near Whiskeytown Lake in Shasta County.  Closure is expected through the day, a…"
Tue Jul 24 15:51:04 +0000 2018,7,['CarrFire'],4,"Fire update: #CarrFire near Redding has grown to 2,500 acres and is 5% contained. Hwy 299 is still closed in both d… https://t.co/KtbSN5805L"
Tue Jul 24 15:50:48 +0000 2018,0,['CarrFire'],0,"RT @CaltransD2: SR 299W remains CLOSED around the #CarrFire near Whiskeytown Lake in Shasta County.  Closure is expected through the day, a…"
Tue Jul 24 15:50:19 +0000 2018,0,['CarrFire'],0,"RT @CaltransD2: SR 299W remains CLOSED around the #CarrFire near Whiskeytown Lake in Shasta County.  Closure is expected through the day, a…"
Tue Jul 24 15:50:00 +0000 2018,0,['CarrFire'],0,"RT @resistthis2017: Hey @RepLaMalfa, #CarrFire at HWY 299 &amp; Carr Powerhouse Rd in French Gulch (Shasta County) is now 1000 acres and 0% con…"
Tue Jul 24 15:49:23 +0000 2018,8,['CarrFire'],10,SR 299W remains CLOSED around the #CarrFire near Whiskeytown Lake in Shasta County.  Closure is expected through th… https://t.co/6vaAL5I4WB
Tue Jul 24 15:44:33 +0000 2018,0,[],0,"RT @femaregion9: Last night, @BobatFEMA signed a Fire Management Assistance Declaration to assist @Cal_OES and @CAL_FIRE in their efforts t…"
Tue Jul 24 15:42:49 +0000 2018,0,[],0,RT @NuriddinARC: We are opening an Evacuation Center at Trinity High School in Weaverville in response to the fire evacs around French Gulc…
Tue Jul 24 15:41:27 +0000 2018,0,[],0,"RT @femaregion9: Last night, @BobatFEMA signed a Fire Management Assistance Declaration to assist @Cal_OES and @CAL_FIRE in their efforts t…"
Tue Jul 24 15:38:53 +0000 2018,0,[],0,"RT @CALFIRE_ButteCo: CALFIRE/Butte County FD sending 13 Engines and a dozer in support of the Carr Fire developing in French Gulch, Whiskey…"
Tue Jul 24 15:36:17 +0000 2018,0,[],0,"RT @femaregion9: Last night, @BobatFEMA signed a Fire Management Assistance Declaration to assist @Cal_OES and @CAL_FIRE in their efforts t…"
Tue Jul 24 15:35:43 +0000 2018,0,[],0,"RT @femaregion9: Last night, @BobatFEMA signed a Fire Management Assistance Declaration to assist @Cal_OES and @CAL_FIRE in their efforts t…"
Tue Jul 24 15:34:22 +0000 2018,0,[],0,"RT @femaregion9: Last night, @BobatFEMA signed a Fire Management Assistance Declaration to assist @Cal_OES and @CAL_FIRE in their efforts t…"
Tue Jul 24 15:32:11 +0000 2018,15,[],14,"Last night, @BobatFEMA signed a Fire Management Assistance Declaration to assist @Cal_OES and @CAL_FIRE in their ef… https://t.co/FOwKUZpIzg"
Tue Jul 24 15:25:41 +0000 2018,0,['Whiskeytown'],0,"RT @publiclandlvr: No litter pickup for us today, so we're taking coffee and breakfast burritos to our #Whiskeytown park rangers instead. #…"
Tue Jul 24 15:19:49 +0000 2018,0,['CarrFire'],0,RT @CaltransD2: SR 299W remains closed due to #CarrFire near Whiskeytown Lake.  Eastbound closure at Buckhorn Summit &amp; westbound closure at…
Tue Jul 24 15:19:32 +0000 2018,0,['CarrFire'],0,RT @CALFIRESHU: #CarrFire [update] at HWY 299 at Carr Powerhouse Rd in French Gulch (Shasta County) is now 2500 acres and 5% contained.
Tue Jul 24 15:18:41 +0000 2018,0,['CarrFire'],0,"RT @CAL_FIRE: #CarrFire [update] at Hwy 299 and Carr Powerhouse Rd, Whiskeytown (Shasta County) is now 2,500 acres and 5% contained. Evacua…"
Tue Jul 24 15:18:27 +0000 2018,0,['CarrFire'],0,RT @CaltransD2: SR 299W remains closed due to #CarrFire near Whiskeytown Lake.  Eastbound closure at Buckhorn Summit &amp; westbound closure at…
Tue Jul 24 15:18:25 +0000 2018,0,['CarrFire'],0,RT @CaltransD2: SR 299W remains closed due to #CarrFire near Whiskeytown Lake.  Eastbound closure at Buckhorn Summit &amp; westbound closure at…
Tue Jul 24 15:18:18 +0000 2018,0,['CarrFire'],0,RT @CALFIRESHU: #CarrFire [update] at HWY 299 at Carr Powerhouse Rd in French Gulch (Shasta County) is now 2500 acres and 5% contained.
Tue Jul 24 15:17:32 +0000 2018,0,['Whiskeytown'],0,"RT @publiclandlvr: No litter pickup for us today, so we're taking coffee and breakfast burritos to our #Whiskeytown park rangers instead. #…"
Tue Jul 24 15:15:08 +0000 2018,0,['CarrFire'],0,"RT @CAL_FIRE: #CarrFire [update] at Hwy 299 and Carr Powerhouse Rd, Whiskeytown (Shasta County) is now 2,500 acres and 5% contained. Evacua…"
Tue Jul 24 15:13:03 +0000 2018,0,['CarrFire'],0,"RT @CAL_FIRE: #CarrFire [update] at Hwy 299 and Carr Powerhouse Rd, Whiskeytown (Shasta County) is now 2,500 acres and 5% contained. Evacua…"
Tue Jul 24 15:12:22 +0000 2018,0,"['Goodnight', 'publiclands', 'CarrFire']",0,"RT @publiclandlvr: #Goodnight #publiclands. I love you and I love your stewards. Please give rest to those who grew weary today.

#CarrFire…"
Tue Jul 24 15:06:38 +0000 2018,3,['wildfires'],1,Fire updates for KHSU regions in Northern California and Southern Oregon. https://t.co/w5xv9z2ZyG #wildfires… https://t.co/sq4Ufxua0x
Tue Jul 24 15:05:29 +0000 2018,0,['CarrFire'],0,RT @CaltransD2: SR 299W remains closed due to #CarrFire near Whiskeytown Lake.  Eastbound closure at Buckhorn Summit &amp; westbound closure at…
Tue Jul 24 15:03:09 +0000 2018,1,[],1,Breakouts now and previously burned areas in the same view. Not a posted screenshot from a static desktop map. WV i… https://t.co/4y0YBzrflj
Tue Jul 24 15:00:53 +0000 2018,0,['Whiskeytown'],0,"RT @publiclandlvr: No litter pickup for us today, so we're taking coffee and breakfast burritos to our #Whiskeytown park rangers instead. #…"
Tue Jul 24 15:00:53 +0000 2018,0,['CarrFire'],0,"RT @CAL_FIRE: #CarrFire [update] at Hwy 299 and Carr Powerhouse Rd, Whiskeytown (Shasta County) is now 2,500 acres and 5% contained. Evacua…"
Tue Jul 24 14:57:55 +0000 2018,0,['CarrFire'],0,"RT @resistthis2017: Hey @RepLaMalfa, #CarrFire at HWY 299 &amp; Carr Powerhouse Rd in French Gulch (Shasta County) is now 1000 acres and 0% con…"
Tue Jul 24 14:55:32 +0000 2018,0,"['Goodnight', 'publiclands', 'CarrFire']",0,"RT @publiclandlvr: #Goodnight #publiclands. I love you and I love your stewards. Please give rest to those who grew weary today.

#CarrFire…"
Tue Jul 24 14:53:52 +0000 2018,1,[],0,"Fast-moving fire blocks Highway 299 in Shasta County, burning through Whiskeytown area
https://t.co/aSR47ZTdkI… https://t.co/qVqGSQsceQ"
Tue Jul 24 14:53:31 +0000 2018,1,[],2,The shelter at Shasta High School is put on standby. We still have a shelter open at Weaverville Elementary School… https://t.co/85kaI5NzQ0
Tue Jul 24 14:52:57 +0000 2018,0,['CarrFire'],0,"RT @resistthis2017: Hey @RepLaMalfa, #CarrFire at HWY 299 &amp; Carr Powerhouse Rd in French Gulch (Shasta County) is now 1000 acres and 0% con…"
Tue Jul 24 14:52:57 +0000 2018,0,"['Goodnight', 'publiclands', 'CarrFire']",0,"RT @publiclandlvr: #Goodnight #publiclands. I love you and I love your stewards. Please give rest to those who grew weary today.

#CarrFire…"
