created_at,favorite_count,hashtags,retweet_count,text
Thu Nov 08 23:59:54 +0000 2018,0,['CampFire'],0,"RT @RealJamesWoods: To all those affected by the #CampFire, here is the link to the ⁦⁦@RedCross⁩ “safe and well” website. You can search fo…"
Thu Nov 08 23:59:54 +0000 2018,0,[],0,RT @RealJamesWoods: Looking for any info on Deidre Lord and her caretaker Russ Greyson. They live on Crestview Dr off Elliot. She has advan…
Thu Nov 08 23:59:54 +0000 2018,0,[],0,"RT @ChrisPowellAI: @RealJamesWoods Looking for @rhhmd Ross Hanchett. He is a doctor. Evacuated patients at Feather River Hospital, then wen…"
Thu Nov 08 23:59:53 +0000 2018,0,"['CampFire', 'CampFireJamesWoods']",0,RT @RealJamesWoods: Missing doctor Ross Hanchett contact @ChrisPowellAI #CampFire #CampFireJamesWoods https://t.co/4lOK3B3LiT
Thu Nov 08 23:59:53 +0000 2018,0,['Paradise'],0,RT @RealJamesWoods: Good news. Patty Niestrom found on the side of the road #Paradise No contact info. Please spread this photo and rescuer…
Thu Nov 08 23:59:53 +0000 2018,0,['CampFire'],0,"RT @RealJamesWoods: To all those affected by the #CampFire, here is the link to the ⁦⁦@RedCross⁩ “safe and well” website. You can search fo…"
Thu Nov 08 23:59:53 +0000 2018,0,['CampFire'],0,RT @RealJamesWoods: So here are some wonderful folks who have a large parking lot for campers or trailers. The info is below👇#CampFire #Cam…
Thu Nov 08 23:59:53 +0000 2018,0,"['CampFire', 'CampFireJamesWoods']",0,RT @RealJamesWoods: Jackie and Carol Owens contact @magnus50000 #CampFire #CampFireJamesWoods https://t.co/YftrqEFJye
Thu Nov 08 23:59:52 +0000 2018,0,['CampFire'],0,RT @CAFireScanner: #CampFire (Butte Co) - Reports that hundreds of vehicles being overrun by fire @ Neal Rd &amp; Roe Rd in Paradise. CHP CAD s…
Thu Nov 08 23:59:52 +0000 2018,0,[],0,"RT @kazweida: What's happening in Paradise right now is horrible. Many people didn't evacuate in time and because the traffic got so bad, s…"
Thu Nov 08 23:59:52 +0000 2018,0,['CampFire'],0,RT @RealJamesWoods: #CampFire DON’T FORGET YOUR HELPLESS PETS.
Thu Nov 08 23:59:52 +0000 2018,0,"['campfire', 'CampFireJamesWoods']",0,RT @RealJamesWoods: Mary Belle Cahill is housebound in Maglia  contact @womeldorf 👇#campfire #CampFireJamesWoods https://t.co/69zzj1S70h
Thu Nov 08 23:59:51 +0000 2018,0,"['CampFire', 'CampFireJamesWoods']",0,RT @RealJamesWoods: A reminder for trapped people in #CampFire #CampFireJamesWoods 👇emergency number https://t.co/GXfBp3499f
Thu Nov 08 23:59:51 +0000 2018,0,"['CampFire', 'CampFireJamesWoods']",0,RT @RealJamesWoods: STRANDED: Bill and Bancy Golling contact @schmoopiemoopin #CampFire #CampFireJamesWoods https://t.co/SqRi7qMQkm
Thu Nov 08 23:59:51 +0000 2018,0,"['CampFire', 'CampFireJamesWoods']",0,RT @RealJamesWoods: Missing doctor Ross Hanchett contact @ChrisPowellAI #CampFire #CampFireJamesWoods https://t.co/4lOK3B3LiT
Thu Nov 08 23:59:51 +0000 2018,0,['CampFire'],0,RT @RealJamesWoods: Missing grandparents Donald and Bonnie Bigger in Magalia at 13512 Union Court Contact: @AmberCa49231103  #CampFire #Cam…
Thu Nov 08 23:59:51 +0000 2018,0,['CampFire'],0,"RT @Caesar_X: #CampFire is 150 miles away in Butte County, but we can smell the smoke already in Alameda. Please stay safe up there!!"
Thu Nov 08 23:59:51 +0000 2018,0,"['HillFire', 'CampFire']",0,"RT @BDP473: Update: #HillFire now over 10,000 acres in less than 2 hours, unheard of ROS, will eclipse the #CampFire within the next 2 hour…"
Thu Nov 08 23:59:51 +0000 2018,0,[],0,RT @NickyNaus: Pretty rare for a 100-300 acre wildfire in northern CA this time of year. And it's EXCEEDINGLY rare to see a fire like the #…
Thu Nov 08 23:59:51 +0000 2018,0,['CampFire'],0,And here I thought it was the “Colors of Fall” in the air....  Till I stepped outside that is... 😷 🤷🏽‍♂️ #CampFire
Thu Nov 08 23:59:51 +0000 2018,0,"['CampFire', 'PrayforParadiseCA']",0,RT @PriteshJagani: #CampFire #PrayforParadiseCA Please keep praying for all those who are stuck in the fire or getting evacuated #PrayforPa…
Thu Nov 08 23:59:51 +0000 2018,0,['Paradise'],0,RT @RealJamesWoods: Good news. Patty Niestrom found on the side of the road #Paradise No contact info. Please spread this photo and rescuer…
Thu Nov 08 23:59:51 +0000 2018,0,['CampFire'],0,RT @nbcbayarea: This terrifying video of the #CampFire was posted by a Butte County resident as he and his family tried to escape the fast-…
Thu Nov 08 23:59:50 +0000 2018,0,['CampFire'],0,RT @RealJamesWoods: Missing grandparents Donald and Bonnie Bigger in Magalia at 13512 Union Court Contact: @AmberCa49231103  #CampFire #Cam…
Thu Nov 08 23:59:50 +0000 2018,0,['CampFire'],0,"RT @RealJamesWoods: To all those affected by the #CampFire, here is the link to the ⁦⁦@RedCross⁩ “safe and well” website. You can search fo…"
Thu Nov 08 23:59:50 +0000 2018,0,"['Chico', 'CampFire']",0,RT @maryroselovgren: Traffic heading in to #Chico from HWY 32. #CampFire https://t.co/qZf47bQ9Nv
Thu Nov 08 23:59:50 +0000 2018,0,"['CampFire', 'CampFireJamesWoods']",0,RT @RealJamesWoods: Jackie and Carol Owens contact @magnus50000 #CampFire #CampFireJamesWoods https://t.co/YftrqEFJye
Thu Nov 08 23:59:50 +0000 2018,0,['CampFire'],0,"RT @Reporter_Ryan: Shocking video showing a family trying to escape the wildfires in Paradise, California. #CampFire  https://t.co/rJCTgcBY…"
Thu Nov 08 23:59:49 +0000 2018,0,['CampFire'],0,"RT @CAL_FIRE: #CampFire [update] off Camp Creek Road and Pulga Road, Jarbo Gap off Highway 70 in the Feather River Canyon is now 5,000 acre…"
Thu Nov 08 23:59:49 +0000 2018,0,['CampFire'],0,RT @RealJamesWoods: Missing grandparents Donald and Bonnie Bigger in Magalia at 13512 Union Court Contact: @AmberCa49231103  #CampFire #Cam…
Thu Nov 08 23:59:49 +0000 2018,0,['disability'],0,"RT @BeingCharisBlog: If you can, check on &amp; help evacuate neighbors who may not be able to evacuate without assistance.

#disability
#CampF…"
Thu Nov 08 23:59:49 +0000 2018,0,['CampFire'],0,RT @RealJamesWoods: Missing grandparents Donald and Bonnie Bigger in Magalia at 13512 Union Court Contact: @AmberCa49231103  #CampFire #Cam…
Thu Nov 08 23:59:49 +0000 2018,0,['CampFire'],0,RT @RealJamesWoods: Missing grandparents Donald and Bonnie Bigger in Magalia at 13512 Union Court Contact: @AmberCa49231103  #CampFire #Cam…
Thu Nov 08 23:59:48 +0000 2018,0,[],0,"RT @tupacalypsed: You can stay abreast of the fire by visiting this site to listen to emergency scanners in the area:
https://t.co/8NtPvqRP…"
Thu Nov 08 23:59:48 +0000 2018,0,['CampFire'],0,RT @RealJamesWoods: Missing grandparents Donald and Bonnie Bigger in Magalia at 13512 Union Court Contact: @AmberCa49231103  #CampFire #Cam…
Thu Nov 08 23:59:47 +0000 2018,0,"['campfire', 'CampFireJamesWoods']",0,RT @RealJamesWoods: Mary Belle Cahill is housebound in Maglia  contact @womeldorf 👇#campfire #CampFireJamesWoods https://t.co/69zzj1S70h
Thu Nov 08 23:59:47 +0000 2018,0,['campfire'],0,RT @renegademama1: This is my brother. I think he’s in the Kmart parking lot. Anybody know what’s happening there? #campfire https://t.co/l…
Thu Nov 08 23:59:47 +0000 2018,0,['CampFire'],0,"RT @PMBreakingNews: Breaking: #CampFire in Butte County, California is now 17,000 acres and continues to rapidly expand. The entire city of…"
Thu Nov 08 23:59:47 +0000 2018,0,"['CampFire', 'CampFireJamesWoods']",0,RT @RealJamesWoods: A reminder for trapped people in #CampFire #CampFireJamesWoods 👇emergency number https://t.co/GXfBp3499f
Thu Nov 08 23:59:47 +0000 2018,0,"['CampFire', 'CampFireJamesWoods']",0,RT @RealJamesWoods: Missing doctor Ross Hanchett contact @ChrisPowellAI #CampFire #CampFireJamesWoods https://t.co/4lOK3B3LiT
Thu Nov 08 23:59:47 +0000 2018,0,"['LifeIsGood', 'CampFireJamesWoods', 'CampFire']",0,RT @RealJamesWoods: FOUND! #LifeIsGood #CampFireJamesWoods #CampFire https://t.co/2Ji7LKwjmg
Thu Nov 08 23:59:47 +0000 2018,1,['CampFire'],1,So I see Cali is on fire again #CampFire https://t.co/hWrFOSpNaV
Thu Nov 08 23:59:47 +0000 2018,0,"['CampFire', 'CampFireJamesWoods']",0,For Paradise/Magalia #CampFire info follow #CampFireJamesWoods https://t.co/fHWA7hPZzs
Thu Nov 08 23:59:47 +0000 2018,0,"['CampFire', 'CampFireJamesWoods']",0,RT @RealJamesWoods: Missing doctor Ross Hanchett contact @ChrisPowellAI #CampFire #CampFireJamesWoods https://t.co/4lOK3B3LiT
Thu Nov 08 23:59:46 +0000 2018,0,"['CampFire', 'CampFireJamesWoods']",0,RT @RealJamesWoods: Any missing people in the #CampFire? Tweet using #CampFireJamesWoods. I will retweet any pertinent info. Then my many f…
Thu Nov 08 23:59:46 +0000 2018,0,"['UPDATE', 'CampFire']",0,"RT @KTVL: #UPDATE: Most recent figures indicate that #CampFire is now over 18,000 acres this afternoon. 
More here: https://t.co/1tZAXRmAuy…"
Thu Nov 08 23:59:46 +0000 2018,0,"['CampFire', 'ButteCounty']",0,"RT @AirDistrict: Air quality advisory for smoke through Friday. Hazy skies, smoke impacts from #CampFire in #ButteCounty. The Air District…"
Thu Nov 08 23:59:46 +0000 2018,0,"['CampFire', 'CampFireJamesWoods']",0,RT @RealJamesWoods: Looking for Blue and his dog Teenie from Polga contact @1abby4ever #CampFire #CampFireJamesWoods https://t.co/izHou0klJc
Thu Nov 08 23:59:46 +0000 2018,0,"['CampFire', 'CampFireJamesWoods']",0,RT @RealJamesWoods: Any missing people in the #CampFire? Tweet using #CampFireJamesWoods. I will retweet any pertinent info. Then my many f…
Thu Nov 08 23:59:45 +0000 2018,0,[],0,"RT @RobElvington: Radar scans the debris/ash not the actual flames.  Fire is moving west, southwest.  If you look upwind you can get an ide…"
Thu Nov 08 23:59:45 +0000 2018,0,['CampFire'],0,RT @RealJamesWoods: Missing grandparents Donald and Bonnie Bigger in Magalia at 13512 Union Court Contact: @AmberCa49231103  #CampFire #Cam…
Thu Nov 08 23:59:45 +0000 2018,0,"['CampFire', 'CampFireJamesWoods']",0,RT @RealJamesWoods: Missing doctor Ross Hanchett contact @ChrisPowellAI #CampFire #CampFireJamesWoods https://t.co/4lOK3B3LiT
Thu Nov 08 23:59:45 +0000 2018,0,['CampFire'],0,RT @RealJamesWoods: IMPORTANT!!! 911 overwhelmed. For RESCUE EMERGENCIES call this number: 530 538 7911 #CampFire https://t.co/8w8MgQg5fC
Thu Nov 08 23:59:45 +0000 2018,1,['CampFire'],1,~current satellite view of the #CampFire over central + northern california. screencap from https://t.co/L2jjIOxbUC https://t.co/LiG5lsW3PX
Thu Nov 08 23:59:45 +0000 2018,0,['CampFire'],0,RT @RealJamesWoods: Pet owners needing shelter for small animals 👇#CampFire https://t.co/1WlDf3EPts
Thu Nov 08 23:59:45 +0000 2018,0,[],0,RT @RealJamesWoods: Looking for any info on Deidre Lord and her caretaker Russ Greyson. They live on Crestview Dr off Elliot. She has advan…
Thu Nov 08 23:59:45 +0000 2018,1,"['CampFireJamesWoods', 'CampFire']",1,"Please, please heed this advice... Just do it.

#CampFireJamesWoods 
#CampFire https://t.co/9WvhnRTC1x"
Thu Nov 08 23:59:45 +0000 2018,0,['CampFire'],0,RT @RobElvington: Hard to convey how extreme fire conditions are right now for the #CampFire.  30-50 mph gusts into record fuels.  ERCs are…
Thu Nov 08 23:59:45 +0000 2018,0,"['campfire', 'CampFireJamesWoods']",0,RT @RealJamesWoods: Mary Belle Cahill is housebound in Maglia  contact @womeldorf 👇#campfire #CampFireJamesWoods https://t.co/69zzj1S70h
Thu Nov 08 23:59:44 +0000 2018,0,['CampFire'],0,#CampFire is getting out of control. Please help look for the people who are missing @kimmiekayy3 @robbieikegami
Thu Nov 08 23:59:44 +0000 2018,0,"['CampFire', 'CampFireJamesWoods']",0,RT @RealJamesWoods: Contact @SteveW_Intel missing parents Concow Lake👇#CampFire #CampFireJamesWoods https://t.co/d0DrASoH0O
Thu Nov 08 23:59:44 +0000 2018,0,['CampFire'],0,"RT @joekrulder: Smoke blanketing the skies here in Butte County, CA. #CampFire Photo looking North from Richvale ( side note: can’t get to…"
Thu Nov 08 23:59:44 +0000 2018,0,"['CampFire', 'CampFireJamesWoods']",0,RT @RealJamesWoods: STRANDED: Bill and Bancy Golling contact @schmoopiemoopin #CampFire #CampFireJamesWoods https://t.co/SqRi7qMQkm
Thu Nov 08 23:59:44 +0000 2018,0,"['CampFire', 'CampFireJamesWoods']",0,RT @RealJamesWoods: Any missing people in the #CampFire? Tweet using #CampFireJamesWoods. I will retweet any pertinent info. Then my many f…
Thu Nov 08 23:59:44 +0000 2018,0,['CampFire'],0,RT @RealJamesWoods: Pet owners needing shelter for small animals 👇#CampFire https://t.co/1WlDf3EPts
Thu Nov 08 23:59:44 +0000 2018,0,['CampFire'],0,RT @RealJamesWoods: Missing grandparents Donald and Bonnie Bigger in Magalia at 13512 Union Court Contact: @AmberCa49231103  #CampFire #Cam…
Thu Nov 08 23:59:43 +0000 2018,16,['campfire'],12,#campfire in paradise. https://t.co/J9RxvcE2cq
Thu Nov 08 23:59:43 +0000 2018,0,"['HillFire', 'CampFire']",0,"RT @GlobalnewsW: Multiple large wildfires burning across California including the #HillFire, #CampFire (which is now 20,000 acres and start…"
Thu Nov 08 23:59:43 +0000 2018,0,"['LifeIsGood', 'CampFireJamesWoods', 'CampFire']",0,RT @RealJamesWoods: FOUND! #LifeIsGood #CampFireJamesWoods #CampFire https://t.co/2Ji7LKwjmg
Thu Nov 08 23:59:42 +0000 2018,0,"['CampFire', 'CampFireJamesWoods']",0,RT @RealJamesWoods: Missing doctor Ross Hanchett contact @ChrisPowellAI #CampFire #CampFireJamesWoods https://t.co/4lOK3B3LiT
Thu Nov 08 23:59:42 +0000 2018,0,['CampFire'],0,#CampFire any near Creston road in Magalia
Thu Nov 08 23:59:42 +0000 2018,0,['CampFire'],0,RT @RealJamesWoods: IMPORTANT!!! 911 overwhelmed. For RESCUE EMERGENCIES call this number: 530 538 7911 #CampFire https://t.co/8w8MgQg5fC
Thu Nov 08 23:59:42 +0000 2018,0,"['Floirda', 'CampFire', 'CampFireJamesWoods']",0,RT @battst76: RT to help........California evacuees....we know how that feels #Floirda  #CampFire #CampFireJamesWoods https://t.co/3tEvZn1l…
Thu Nov 08 23:59:42 +0000 2018,0,"['CampFire', 'Paradise']",0,RT @Ready_Northwest: Just received this from a friend who's mother is evacuating the #CampFire in #Paradise https://t.co/7xVtI1tGTI
Thu Nov 08 23:59:42 +0000 2018,0,['CampFire'],0,RT @RealJamesWoods: Missing grandparents Donald and Bonnie Bigger in Magalia at 13512 Union Court Contact: @AmberCa49231103  #CampFire #Cam…
Thu Nov 08 23:59:42 +0000 2018,0,[],0,RT @RealJamesWoods: Looking for any info on Deidre Lord and her caretaker Russ Greyson. They live on Crestview Dr off Elliot. She has advan…
Thu Nov 08 23:59:41 +0000 2018,0,"['CampFire', 'CampFireJamesWoods']",0,RT @RealJamesWoods: Any missing people in the #CampFire? Tweet using #CampFireJamesWoods. I will retweet any pertinent info. Then my many f…
Thu Nov 08 23:59:41 +0000 2018,0,['CampFire'],0,RT @RealJamesWoods: IMPORTANT!!! 911 overwhelmed. For RESCUE EMERGENCIES call this number: 530 538 7911 #CampFire https://t.co/8w8MgQg5fC
Thu Nov 08 23:59:41 +0000 2018,0,[],0,"RT @ChrisPowellAI: @RealJamesWoods Looking for @rhhmd Ross Hanchett. He is a doctor. Evacuated patients at Feather River Hospital, then wen…"
Thu Nov 08 23:59:41 +0000 2018,0,"['CampFire', 'CampFireJamesWoods']",0,RT @RealJamesWoods: STRANDED: Bill and Bancy Golling contact @schmoopiemoopin #CampFire #CampFireJamesWoods https://t.co/SqRi7qMQkm
Thu Nov 08 23:59:41 +0000 2018,0,"['Paradise', 'CampFireJamesWoods', 'CampFire']",0,RT @RealJamesWoods: Missing: 80 year old Peggy Mccrea #Paradise off Pearson RD. Call 707-845-2590 #CampFireJamesWoods #CampFire https://t.c…
Thu Nov 08 23:59:41 +0000 2018,0,['campfire'],0,RT @mgafni: Follow our photographer @karlmondon for updates &amp; terrifying photos from #campfire https://t.co/h0hTMV7mct
Thu Nov 08 23:59:41 +0000 2018,0,['campfire'],0,RT @mgafni: Follow our photographer @karlmondon for updates &amp; terrifying photos from #campfire https://t.co/h0hTMV7mct
Thu Nov 08 23:59:41 +0000 2018,0,['CampFire'],0,RT @RealJamesWoods: Missing grandparents Donald and Bonnie Bigger in Magalia at 13512 Union Court Contact: @AmberCa49231103  #CampFire #Cam…
Thu Nov 08 23:59:41 +0000 2018,0,['CampFire'],0,RT @RealJamesWoods: Missing grandparents Donald and Bonnie Bigger in Magalia at 13512 Union Court Contact: @AmberCa49231103  #CampFire #Cam…
Thu Nov 08 23:59:41 +0000 2018,0,[],0,"RT @RobElvington: Radar scans the debris/ash not the actual flames.  Fire is moving west, southwest.  If you look upwind you can get an ide…"
Thu Nov 08 23:59:41 +0000 2018,0,[],0,"RT @RobElvington: Radar scans the debris/ash not the actual flames.  Fire is moving west, southwest.  If you look upwind you can get an ide…"
Thu Nov 08 23:59:41 +0000 2018,0,"['CampFire', 'CampFireJamesWoods']",0,RT @RealJamesWoods: STRANDED: Bill and Bancy Golling contact @schmoopiemoopin #CampFire #CampFireJamesWoods https://t.co/SqRi7qMQkm
Thu Nov 08 23:59:40 +0000 2018,0,"['CampFire', 'CampFireJamesWoods']",0,RT @RealJamesWoods: STRANDED: Bill and Bancy Golling contact @schmoopiemoopin #CampFire #CampFireJamesWoods https://t.co/SqRi7qMQkm
Thu Nov 08 23:59:40 +0000 2018,0,['CampFire'],0,RT @RealJamesWoods: So here are some wonderful folks who have a large parking lot for campers or trailers. The info is below👇#CampFire #Cam…
Thu Nov 08 23:59:40 +0000 2018,0,[],0,RT @RealJamesWoods: 94 year old Orelle Trent is missing. She was last on corner of Skyway and Hollywood Rd. Any info? Contact @robbieikegam…
Thu Nov 08 23:59:40 +0000 2018,1,['CampFire'],0,"Shocking video showing a family trying to escape the wildfires in Paradise, California. #CampFire https://t.co/TtV8PcGhw3"
Thu Nov 08 23:59:40 +0000 2018,0,[],0,"RT @IssuesOfMyTime: PEOPLE OF NORTHERN CALIFORNIA AND BUTTE COUNTY: 

Be advised: 
• At least 8,000 acres are burning.

• The blaze is 0% c…"
Thu Nov 08 23:59:39 +0000 2018,0,['CampFire'],0,RT @RealJamesWoods: So here are some wonderful folks who have a large parking lot for campers or trailers. The info is below👇#CampFire #Cam…
Thu Nov 08 23:59:38 +0000 2018,0,['CampFire'],1,Missing grandparents Donald and Bonnie Bigger in Magalia at 13512 Union Court Contact: @AmberCa49231103  #CampFire… https://t.co/kFinKS7qvB
Thu Nov 08 23:59:38 +0000 2018,0,"['campfire', 'CampFireJamesWoods']",0,RT @RealJamesWoods: Mary Belle Cahill is housebound in Maglia  contact @womeldorf 👇#campfire #CampFireJamesWoods https://t.co/69zzj1S70h
Thu Nov 08 23:59:37 +0000 2018,0,[],0,RT @RealJamesWoods: Looking for any info on Deidre Lord and her caretaker Russ Greyson. They live on Crestview Dr off Elliot. She has advan…
Thu Nov 08 23:59:37 +0000 2018,13,[],17,"Please let me know if you've seen my family's German Shepherd, Zoya. She got afraid of the fire and darted off from… https://t.co/DWt4dWo268"
Thu Nov 08 23:59:37 +0000 2018,0,"['CampFire', 'Paradise']",0,RT @RealJamesWoods: Lost person info wanted. #CampFire #Paradise contact @RyverNance https://t.co/imJfi4ET6o
Thu Nov 08 23:59:37 +0000 2018,0,"['CampFire', 'CampFireJamesWoods']",0,RT @RealJamesWoods: Any missing people in the #CampFire? Tweet using #CampFireJamesWoods. I will retweet any pertinent info. Then my many f…
Thu Nov 08 23:59:37 +0000 2018,0,['CampFire'],0,"RT @ABC: Mandatory evacuations are underway in Northern California as the #CampFire continues to blaze through at least 18,000 acres.

The…"
Thu Nov 08 23:59:37 +0000 2018,2,"['CampFire', 'Butte']",0,NAPA COUNTY OES: The air quality in Napa is at unhealthy levels from the #CampFire in #Butte County. Click link for… https://t.co/Hx2DQ2ZwuM
Thu Nov 08 23:59:36 +0000 2018,0,"['CampFire', 'CampFireJamesWoods']",0,RT @RealJamesWoods: Missing: Richard and Suzanne Wilson off Pentax road. Contact: @DJ15252675 👇#CampFire #CampFireJamesWoods https://t.co/l…
Thu Nov 08 23:59:35 +0000 2018,0,[],0,RT @RealJamesWoods: Looking for any info on Deidre Lord and her caretaker Russ Greyson. They live on Crestview Dr off Elliot. She has advan…
Thu Nov 08 23:59:35 +0000 2018,0,"['Paradise', 'CampFireJamesWoods', 'CampFire']",0,RT @RealJamesWoods: Missing: 80 year old Peggy Mccrea #Paradise off Pearson RD. Call 707-845-2590 #CampFireJamesWoods #CampFire https://t.c…
Thu Nov 08 23:59:35 +0000 2018,0,['CampFire'],0,RT @RealJamesWoods: Missing grandparents Donald and Bonnie Bigger in Magalia at 13512 Union Court Contact: @AmberCa49231103  #CampFire #Cam…
Thu Nov 08 23:59:35 +0000 2018,0,[],0,"RT @Hezzah: Animals MUST stay with their guardians during wildfires &amp; evacuations; they will die if abandoned.  

Please RT or share these…"
Thu Nov 08 23:59:35 +0000 2018,0,['CampFire'],0,RT @RealJamesWoods: IMPORTANT: #CampFire 👇 https://t.co/Zxkp0bXTWe
Thu Nov 08 23:59:34 +0000 2018,0,['CampFire'],0,RT @citrusheightspd: We will be going to assist our regional partners with the #CampFire in Butte County. If you would like more on current…
Thu Nov 08 23:59:34 +0000 2018,0,"['CampFire', 'CampFireJamesWoods']",0,RT @RealJamesWoods: Missing doctor Ross Hanchett contact @ChrisPowellAI #CampFire #CampFireJamesWoods https://t.co/4lOK3B3LiT
Thu Nov 08 23:59:34 +0000 2018,0,['CampFire'],0,RT @RealJamesWoods: So here are some wonderful folks who have a large parking lot for campers or trailers. The info is below👇#CampFire #Cam…
Thu Nov 08 23:59:33 +0000 2018,0,['CampFire'],0,"RT @PMBreakingNews: Breaking: #CampFire in Butte County, California is now 17,000 acres and continues to rapidly expand. The entire city of…"
Thu Nov 08 23:59:33 +0000 2018,0,['CampFire'],0,RT @RealJamesWoods: Missing grandparents Donald and Bonnie Bigger in Magalia at 13512 Union Court Contact: @AmberCa49231103  #CampFire #Cam…
Thu Nov 08 23:59:33 +0000 2018,0,['CampFire'],0,RT @RealJamesWoods: So here are some wonderful folks who have a large parking lot for campers or trailers. The info is below👇#CampFire #Cam…
Thu Nov 08 23:59:33 +0000 2018,0,"['CampFire', 'CampFireJamesWoods']",0,RT @RealJamesWoods: Missing doctor Ross Hanchett contact @ChrisPowellAI #CampFire #CampFireJamesWoods https://t.co/4lOK3B3LiT
Thu Nov 08 23:59:33 +0000 2018,0,"['CampFire', 'CampFireJamesWoods']",0,RT @RealJamesWoods: STRANDED: Bill and Bancy Golling contact @schmoopiemoopin #CampFire #CampFireJamesWoods https://t.co/SqRi7qMQkm
Thu Nov 08 23:59:32 +0000 2018,0,[],0,RT @BAMFbunny: This is THE nightmare scenario for my hometown. The fear that was always lurking when I was growing up. Please send up all y…
Thu Nov 08 23:59:32 +0000 2018,2,[],2,"🔥Happening again!! Both southern &amp; northern California fires burning almost 1 year to the day as 2017. 

Mandatory… https://t.co/x3s2vn56ev"
Thu Nov 08 23:59:32 +0000 2018,0,"['CampFire', 'CampFireJamesWoods']",0,RT @RealJamesWoods: Missing doctor Ross Hanchett contact @ChrisPowellAI #CampFire #CampFireJamesWoods https://t.co/4lOK3B3LiT
Thu Nov 08 23:59:32 +0000 2018,0,['CampFire'],0,"RT @wcoast777: #CampFire 
near Feather River Hospital 
Paradise CA, Pentz Rd https://t.co/gEIOxkHgEX"
Thu Nov 08 23:59:32 +0000 2018,0,['CampFire'],0,"RT @RealJamesWoods: Okay, we’ve had many people volunteer to help in the devastating and fast moving #CampFire. Here’s the info 👇No word ye…"
Thu Nov 08 23:59:32 +0000 2018,0,['Campfire'],0,"RT @CALFIRE_ButteCo: #Campfire [Update], This Fire is very dangerous, please evacuate if asked to do so! https://t.co/zIBNYVqW1M"
Thu Nov 08 23:59:32 +0000 2018,0,"['LifeIsGood', 'CampFireJamesWoods', 'CampFire']",0,RT @RealJamesWoods: FOUND! #LifeIsGood #CampFireJamesWoods #CampFire https://t.co/2Ji7LKwjmg
Thu Nov 08 23:59:32 +0000 2018,0,"['CampFire', 'CampFireJamesWoods']",0,RT @RealJamesWoods: STRANDED: Bill and Bancy Golling contact @schmoopiemoopin #CampFire #CampFireJamesWoods https://t.co/SqRi7qMQkm
